gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version,representative_transcript_id,representative_transcript_rule,representative_transcript_priority,transcript_gene_name,transcript_gene_type,transcript_chromosome,transcript_strand,transcript_start_bp,transcript_end_bp,representative_tss_bp,representative_tss_rule,chromosome_match_gene_vs_transcript,strand_match_gene_vs_transcript,representative_tss_master_version,representative_transcript_selection_strategy
ENSG00000006704,GTF2IRD1,GTF2I repeat domain containing 1,1,positive,ENSG00000006704,GTF2IRD1,protein_coding,7,74452463.0,74602619.0,1.0,Q9UHL9,GT2D1_HUMAN,959.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000424337,MANE_Select,1,GTF2IRD1,protein_coding,7,1,74453906,74602605,74453906,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000123545,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,1,positive,ENSG00000123545,NDUFAF4,protein_coding,6,96889313.0,96897894.0,-1.0,Q9P032,NDUF4_HUMAN,175.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000316149,MANE_Select,1,NDUFAF4,protein_coding,6,-1,96889315,96897891,96897891,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000011523,CEP68,centrosomal protein 68,1,positive,ENSG00000011523,CEP68,protein_coding,2,65056350.0,65087010.0,1.0,Q76N32,CEP68_HUMAN,757.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000377990,MANE_Select,1,CEP68,protein_coding,2,1,65056416,65087004,65056416,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000196900,SPMIP10,SPMIP10,0,negative,ENSG00000196900,SPMIP10,protein_coding,5,126631705.0,126636284.0,1.0,Q6ZNM6,SMI10_HUMAN,134.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000357147,MANE_Select,1,SPMIP10,protein_coding,5,1,126631705,126636284,126631705,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000164040,PGRMC2,progesterone receptor membrane component 2,1,positive,ENSG00000164040,PGRMC2,protein_coding,4,128269237.0,128288829.0,-1.0,O15173,PGRC2_HUMAN,223.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000296425,MANE_Select,1,PGRMC2,protein_coding,4,-1,128269242,128287813,128287813,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000047315,POLR2B,POLR2B,0,negative,ENSG00000047315,POLR2B,protein_coding,4,56977722.0,57031158.0,1.0,P30876,RPB2_HUMAN,1174.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000314595,MANE_Select,1,POLR2B,protein_coding,4,1,56978896,57031158,56978896,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000064726,BTBD1,BTB domain containing 1,1,positive,ENSG00000064726,BTBD1,protein_coding,15,83016423.0,83067281.0,-1.0,Q9H0C5,BTBD1_HUMAN,482.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000261721,MANE_Select,1,BTBD1,protein_coding,15,-1,83016423,83067252,83067252,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000188060,RAB42,RAB42,0,negative,ENSG00000188060,RAB42,protein_coding,1,28592200.0,28595449.0,1.0,Q8N4Z0,RAB42_HUMAN,218.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000465518,MANE_Select,1,RAB42,protein_coding,1,1,28592265,28595449,28592265,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000225556,C2CD4D,C2CD4D,0,negative,ENSG00000225556,C2CD4D,protein_coding,1,151837818.0,151840557.0,-1.0,B7Z1M9,C2D4D_HUMAN,353.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000694868,MANE_Select,1,C2CD4D,protein_coding,1,-1,151837818,151839820,151839820,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000139880,CDH24,CDH24,0,negative,ENSG00000139880,CDH24,protein_coding,14,23047062.0,23057538.0,-1.0,Q86UP0,CAD24_HUMAN,819.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000487137,MANE_Select,1,CDH24,protein_coding,14,-1,23047067,23057520,23057520,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000205356,TECPR1,tectonin beta-propeller repeat containing 1,1,positive,ENSG00000205356,TECPR1,protein_coding,7,98214624.0,98252235.0,-1.0,Q7Z6L1,TCPR1_HUMAN,1165.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000447648,MANE_Select,1,TECPR1,protein_coding,7,-1,98214624,98252232,98252232,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000095015,MAP3K1,mitogen-activated protein kinase kinase kinase 1,1,positive,ENSG00000095015,MAP3K1,protein_coding,5,56815538.0,56896152.0,1.0,Q13233,M3K1_HUMAN,1512.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000399503,MANE_Select,1,MAP3K1,protein_coding,5,1,56815549,56896152,56815549,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000222011,FAM185A,family with sequence similarity 185 member A,1,positive,ENSG00000222011,FAM185A,protein_coding,7,102748969.0,102809552.0,1.0,Q8N0U4,F185A_HUMAN,392.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000413034,MANE_Select,1,FAM185A,protein_coding,7,1,102748999,102809225,102748999,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000171988,JMJD1C,jumonji domain containing 1C,1,positive,ENSG00000171988,JMJD1C,protein_coding,10,63167221.0,63521850.0,-1.0,Q15652,JHD2C_HUMAN,2540.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000399262,MANE_Select,1,JMJD1C,protein_coding,10,-1,63167225,63465977,63465977,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000257335,MGAM,maltase-glucoamylase,1,positive,ENSG00000257335,MGAM,protein_coding,7,141907813.0,142106747.0,1.0,O43451,MGA_HUMAN,2753.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000475668,MANE_Select,1,MGAM,protein_coding,7,1,141995879,142106747,141995879,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000141441,GAREM1,GAREM1,0,negative,ENSG00000141441,GAREM1,protein_coding,18,32124877.0,32470882.0,-1.0,Q9H706,GARE1_HUMAN,876.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000269209,MANE_Select,1,GAREM1,protein_coding,18,-1,32263522,32470882,32470882,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000185627,PSMD13,PSMD13,0,negative,ENSG00000185627,PSMD13,protein_coding,11,236966.0,252986.0,1.0,Q9UNM6,PSD13_HUMAN,376.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000532097,MANE_Select,1,PSMD13,protein_coding,11,1,236976,252984,236976,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000160185,UBASH3A,ubiquitin associated and SH3 domain containing A,1,positive,ENSG00000160185,UBASH3A,protein_coding,21,42403447.0,42447684.0,1.0,P57075,UBS3A_HUMAN,661.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000319294,MANE_Select,1,UBASH3A,protein_coding,21,1,42403902,42447684,42403902,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000215252,GOLGA8B,GOLGA8B,0,negative,ENSG00000215252,GOLGA8B,protein_coding,15,34525095.0,34588503.0,-1.0,A8MQT2,GOG8B_HUMAN,603.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000683415,MANE_Select,1,GOLGA8B,protein_coding,15,-1,34525095,34583651,34583651,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000127603,MACF1,microtubule actin crosslinking factor 1,1,positive,ENSG00000127603,MACF1,protein_coding,1,39081316.0,39487177.0,1.0,Q9UPN3,MACF1_HUMAN,7388.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000564288,MANE_Select,1,MACF1,protein_coding,1,1,39204695,39487138,39204695,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,1,positive,ENSG00000198793,MTOR,protein_coding,1,11106531.0,11262556.0,-1.0,P42345,MTOR_HUMAN,2549.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000361445,MANE_Select,1,MTOR,protein_coding,1,-1,11106535,11262551,11262551,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000166436,TRIM66,tripartite motif containing 66,1,positive,ENSG00000166436,TRIM66,protein_coding,11,8612037.0,8682694.0,-1.0,O15016,TRI66_HUMAN,1351.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000646038,MANE_Select,1,TRIM66,protein_coding,11,-1,8612040,8682665,8682665,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000187537,POTEG,POTEG,0,negative,ENSG00000187537,POTEG,protein_coding,14,19402486.0,19434341.0,-1.0,Q6S5H5,POTEG_HUMAN,508.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000547848,MANE_Select,1,POTEG,protein_coding,14,-1,19402486,19434341,19434341,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000204930,FAM221B,FAM221B,0,negative,ENSG00000204930,FAM221B,protein_coding,9,35816391.0,35828747.0,-1.0,A6H8Z2,F221B_HUMAN,402.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000423537,MANE_Select,1,FAM221B,protein_coding,9,-1,35816391,35828732,35828732,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000147654,EBAG9,EBAG9,0,negative,ENSG00000147654,EBAG9,protein_coding,8,109539711.0,109570072.0,1.0,O00559,RCAS1_HUMAN,213.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000337573,MANE_Select,1,EBAG9,protein_coding,8,1,109540173,109565996,109540173,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000131724,IL13RA1,interleukin 13 receptor subunit alpha 1,1,positive,ENSG00000131724,IL13RA1,protein_coding,X,118727133.0,118794535.0,1.0,P78552,I13R1_HUMAN,427.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000371666,MANE_Select,1,IL13RA1,protein_coding,X,1,118727606,118794533,118727606,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000255855,KDM4F,KDM4F,0,negative,ENSG00000255855,KDM4F,protein_coding,11,95048142.0,95051338.0,1.0,A0A1W2PPD8,KDM4F_HUMAN,638.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000711328,MANE_Select,1,KDM4F,protein_coding,11,1,95049422,95051338,95049422,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000186951,PPARA,peroxisome proliferator activated receptor alpha,1,positive,ENSG00000186951,PPARA,protein_coding,22,46149924.0,46243755.0,1.0,Q07869,PPARA_HUMAN,468.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000407236,MANE_Select,1,PPARA,protein_coding,22,1,46150526,46243755,46150526,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000143107,FNDC7,FNDC7,0,negative,ENSG00000143107,FNDC7,protein_coding,1,108712907.0,108746052.0,1.0,Q5VTL7,FNDC7_HUMAN,733.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000370017,MANE_Select,1,FNDC7,protein_coding,1,1,108712908,108742749,108712908,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000175699,CCDC197,CCDC197,0,negative,ENSG00000175699,CCDC197,protein_coding,14,93987225.0,94008863.0,1.0,Q8NCU1,CC197_HUMAN,143.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000636493,MANE_Select,1,CCDC197,protein_coding,14,1,93997301,94008863,93997301,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000172673,THEMIS,thymocyte selection associated,1,positive,ENSG00000172673,THEMIS,protein_coding,6,127708072.0,127918631.0,-1.0,Q8N1K5,THMS1_HUMAN,641.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000368248,MANE_Select,1,THEMIS,protein_coding,6,-1,127708200,127901058,127901058,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000139718,SETD1B,SETD1B,0,negative,ENSG00000139718,SETD1B,protein_coding,12,121804009.0,121832656.0,1.0,Q9UPS6,SET1B_HUMAN,1966.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000604567,MANE_Select,1,SETD1B,protein_coding,12,1,121804009,121832656,121804009,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000136824,SMC2,SMC2,0,negative,ENSG00000136824,SMC2,protein_coding,9,104093695.0,104144486.0,1.0,O95347,SMC2_HUMAN,1197.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000374793,MANE_Select,1,SMC2,protein_coding,9,1,104094309,104141419,104094309,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000170854,RIOX2,RIOX2,0,negative,ENSG00000170854,RIOX2,protein_coding,3,97941815.0,97972457.0,-1.0,Q8IUF8,RIOX2_HUMAN,465.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000394198,MANE_Select,1,RIOX2,protein_coding,3,-1,97941818,97972431,97972431,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000266074,BAHCC1,BAHCC1,0,negative,ENSG00000266074,BAHCC1,protein_coding,17,81395457.0,81466331.0,1.0,Q9P281,BAHC1_HUMAN,2639.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000675386,MANE_Select,1,BAHCC1,protein_coding,17,1,81395457,81466331,81395457,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000100629,CEP128,CEP128,0,negative,ENSG00000100629,CEP128,protein_coding,14,80476969.0,80959517.0,-1.0,Q6ZU80,CE128_HUMAN,1094.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000555265,MANE_Select,1,CEP128,protein_coding,14,-1,80496479,80941738,80941738,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,1,positive,ENSG00000172575,RASGRP1,protein_coding,15,38488103.0,38565575.0,-1.0,O95267,GRP1_HUMAN,797.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000310803,MANE_Select,1,RASGRP1,protein_coding,15,-1,38488103,38564814,38564814,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000233132,FAM90A3,FAM90A3,0,negative,ENSG00000233132,FAM90A3,protein_coding,8,7264526.0,7267536.0,1.0,A0A8V8TPE2,F90A3_HUMAN,464.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000506444,MANE_Select,1,FAM90A3,protein_coding,8,1,7264526,7267536,7264526,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000129083,COPB1,coat protein complex I subunit beta 1,1,positive,ENSG00000129083,COPB1,protein_coding,11,14443357.0,14500027.0,-1.0,P53618,COPB_HUMAN,953.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000439561,MANE_Select,1,COPB1,protein_coding,11,-1,14457512,14499811,14499811,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000156853,ZNF689,ZNF689,0,negative,ENSG00000156853,ZNF689,protein_coding,16,30602558.0,30624012.0,-1.0,Q96CS4,ZN689_HUMAN,500.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000287461,MANE_Select,1,ZNF689,protein_coding,16,-1,30602558,30610389,30610389,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000135333,EPHA7,EPHA7,0,negative,ENSG00000135333,EPHA7,protein_coding,6,93240020.0,93419687.0,-1.0,Q15375,EPHA7_HUMAN,998.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000369303,MANE_Select,1,EPHA7,protein_coding,6,-1,93240020,93419559,93419559,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000177311,ZBTB38,zinc finger and BTB domain containing 38,1,positive,ENSG00000177311,ZBTB38,protein_coding,3,141324154.0,141449792.0,1.0,Q8NAP3,ZBT38_HUMAN,1195.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000321464,MANE_Select,1,ZBTB38,protein_coding,3,1,141368504,141449792,141368504,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000138463,SLC49A4,SLC49A4,0,negative,ENSG00000138463,SLC49A4,protein_coding,3,122795069.0,122881139.0,1.0,Q96SL1,DIRC2_HUMAN,478.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000261038,MANE_Select,1,SLC49A4,protein_coding,3,1,122795069,122881139,122795069,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000166603,MC4R,melanocortin 4 receptor,1,positive,ENSG00000166603,MC4R,protein_coding,18,60371062.0,60372775.0,-1.0,P32245,MC4R_HUMAN,332.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000299766,MANE_Select,1,MC4R,protein_coding,18,-1,60371062,60372775,60372775,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000125831,CST11,CST11,0,negative,ENSG00000125831,CST11,protein_coding,20,23450403.0,23453210.0,-1.0,Q9H112,CST11_HUMAN,138.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000377009,MANE_Select,1,CST11,protein_coding,20,-1,23450412,23452876,23452876,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000176658,MYO1D,MYO1D,0,negative,ENSG00000176658,MYO1D,protein_coding,17,32492522.0,32877192.0,-1.0,O94832,MYO1D_HUMAN,1006.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000318217,MANE_Select,1,MYO1D,protein_coding,17,-1,32492522,32877124,32877124,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000133195,SLC39A11,solute carrier family 39 member 11,1,positive,ENSG00000133195,SLC39A11,protein_coding,17,72645947.0,73092712.0,-1.0,Q8N1S5,S39AB_HUMAN,342.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000255559,MANE_Select,1,SLC39A11,protein_coding,17,-1,72645949,73092688,73092688,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
